uniqueid,country,year,location_type,cellphone_access,gender_of_respondent,relationship_with_head,marital_status,education_level,job_type,household_size,age_of_respondent,bank_account
uniqueid_238,Kenya,2018,Rural,Yes,Male,Head of Household,Married/Living together,Secondary education,Self employed,4,33,0
uniqueid_239,Kenya,2018,Rural,Yes,Male,Head of Household,Married/Living together,Primary education,Farming and Fishing,2,60,0
uniqueid_240,Kenya,2018,Rural,Yes,Female,Other relative,Divorced/Seperated,Primary education,Formally employed Private,2,40,0
uniqueid_241,Kenya,2018,Rural,No,Female,Other relative,Single/Never Married,Secondary education,Remittance Dependent,3,17,0
uniqueid_242,Kenya,2018,Rural,Yes,Female,Head of Household,Divorced/Seperated,Primary education,Self employed,7,30,0
uniqueid_243,Kenya,2018,Urban,No,Male,Other relative,Single/Never Married,Secondary education,Remittance Dependent,2,16,0
uniqueid_244,Kenya,2018,Rural,No,Male,Child,Single/Never Married,No formal education,Farming and Fishing,4,19,0
uniqueid_245,Kenya,2018,Rural,Yes,Female,Head of Household,Widowed,Secondary education,Self employed,1,54,1
uniqueid_246,Kenya,2018,Rural,Yes,Male,Head of Household,Single/Never Married,Tertiary education,Farming and Fishing,1,33,1
uniqueid_247,Kenya,2018,Urban,Yes,Female,Spouse,Married/Living together,Secondary education,Remittance Dependent,3,29,0
uniqueid_248,Kenya,2018,Rural,No,Male,Head of Household,Married/Living together,Primary education,Farming and Fishing,6,71,0
uniqueid_249,Kenya,2018,Urban,Yes,Male,Head of Household,Married/Living together,Primary education,Informally employed,9,26,0
uniqueid_250,Kenya,2018,Rural,No,Female,Spouse,Married/Living together,Primary education,Farming and Fishing,4,23,0
uniqueid_251,Kenya,2018,Urban,Yes,Male,Head of Household,Single/Never Married,Tertiary education,Informally employed,1,27,1
uniqueid_252,Kenya,2018,Rural,Yes,Male,Other relative,Single/Never Married,Primary education,Informally employed,9,23,0
uniqueid_253,Kenya,2018,Urban,Yes,Male,Head of Household,Married/Living together,Secondary education,Farming and Fishing,6,47,1
uniqueid_254,Kenya,2018,Rural,No,Female,Head of Household,Married/Living together,No formal education,Farming and Fishing,7,40,0
uniqueid_255,Kenya,2018,Urban,No,Female,Other relative,Single/Never Married,Secondary education,Remittance Dependent,4,17,0
uniqueid_256,Kenya,2018,Rural,Yes,Female,Spouse,Married/Living together,Primary education,Farming and Fishing,5,42,0
uniqueid_257,Kenya,2018,Rural,Yes,Female,Head of Household,Widowed,Primary education,Farming and Fishing,2,54,0
uniqueid_258,Kenya,2018,Rural,Yes,Male,Head of Household,Married/Living together,Primary education,Remittance Dependent,2,33,0
uniqueid_259,Kenya,2018,Rural,Yes,Female,Head of Household,Married/Living together,Primary education,Informally employed,2,52,0
uniqueid_260,Kenya,2018,Rural,Yes,Female,Head of Household,Widowed,No formal education,Farming and Fishing,4,57,0
uniqueid_261,Kenya,2018,Rural,Yes,Female,Spouse,Married/Living together,Primary education,Self employed,4,42,0
uniqueid_262,Kenya,2018,Rural,Yes,Female,Head of Household,Single/Never Married,Primary education,Formally employed Private,1,24,0
uniqueid_263,Kenya,2018,Rural,Yes,Female,Head of Household,Married/Living together,Primary education,Informally employed,5,32,0
uniqueid_264,Kenya,2018,Rural,Yes,Female,Head of Household,Widowed,Primary education,Farming and Fishing,4,55,0
uniqueid_265,Kenya,2018,Rural,No,Male,Head of Household,Married/Living together,Primary education,Farming and Fishing,6,66,0
uniqueid_266,Kenya,2018,Urban,Yes,Male,Head of Household,Married/Living together,Primary education,Self employed,5,49,0
uniqueid_267,Kenya,2018,Rural,Yes,Male,Child,Single/Never Married,Secondary education,Informally employed,3,25,0
uniqueid_268,Kenya,2018,Rural,Yes,Female,Spouse,Married/Living together,Secondary education,Farming and Fishing,5,34,0
uniqueid_269,Kenya,2018,Urban,Yes,Female,Head of Household,Widowed,Primary education,Remittance Dependent,1,85,0
uniqueid_270,Kenya,2018,Rural,Yes,Male,Child,Single/Never Married,Secondary education,Informally employed,3,31,0
uniqueid_271,Kenya,2018,Rural,Yes,Female,Head of Household,Married/Living together,No formal education,Farming and Fishing,7,32,0
uniqueid_272,Kenya,2018,Rural,No,Female,Spouse,Married/Living together,No formal education,Farming and Fishing,3,65,0
uniqueid_273,Kenya,2018,Urban,Yes,Female,Spouse,Married/Living together,Primary education,Remittance Dependent,5,30,0
uniqueid_274,Kenya,2018,Rural,Yes,Male,Spouse,Married/Living together,Secondary education,Self employed,3,46,0
uniqueid_275,Kenya,2018,Urban,Yes,Male,Head of Household,Single/Never Married,Secondary education,Informally employed,1,29,0
uniqueid_276,Kenya,2018,Urban,Yes,Female,Head of Household,Married/Living together,Secondary education,Remittance Dependent,3,33,1
uniqueid_277,Kenya,2018,Urban,Yes,Female,Spouse,Married/Living together,Tertiary education,Self employed,2,29,1
uniqueid_278,Kenya,2018,Rural,Yes,Female,Spouse,Married/Living together,Primary education,Informally employed,7,28,0
uniqueid_279,Kenya,2018,Urban,Yes,Male,Head of Household,Married/Living together,Tertiary education,Self employed,2,30,1
uniqueid_280,Kenya,2018,Rural,Yes,Female,Spouse,Married/Living together,No formal education,Informally employed,5,43,0
uniqueid_281,Kenya,2018,Rural,Yes,Female,Spouse,Married/Living together,Primary education,Informally employed,5,21,0
uniqueid_282,Kenya,2018,Rural,No,Male,Child,Single/Never Married,Primary education,Other Income,6,16,0
uniqueid_283,Kenya,2018,Rural,Yes,Female,Head of Household,Married/Living together,No formal education,Informally employed,5,56,0
uniqueid_284,Kenya,2018,Urban,Yes,Female,Spouse,Married/Living together,Secondary education,Remittance Dependent,3,44,1
uniqueid_285,Kenya,2018,Rural,Yes,Male,Head of Household,Married/Living together,Primary education,Self employed,2,57,0
uniqueid_286,Kenya,2018,Rural,Yes,Female,Head of Household,Married/Living together,Primary education,Informally employed,6,38,0
uniqueid_287,Kenya,2018,Urban,Yes,Female,Head of Household,Married/Living together,Primary education,Remittance Dependent,1,30,0
uniqueid_288,Kenya,2018,Rural,Yes,Female,Head of Household,Single/Never Married,No formal education,Farming and Fishing,7,46,0
uniqueid_289,Kenya,2018,Rural,Yes,Female,Head of Household,Married/Living together,Primary education,Self employed,4,29,0
uniqueid_290,Kenya,2018,Urban,Yes,Male,Child,Single/Never Married,Tertiary education,Remittance Dependent,6,24,0
uniqueid_291,Kenya,2018,Urban,Yes,Male,Child,Single/Never Married,Primary education,Informally employed,3,32,0
uniqueid_292,Kenya,2018,Rural,Yes,Male,Head of Household,Divorced/Seperated,Primary education,Informally employed,1,57,0
uniqueid_293,Kenya,2018,Urban,Yes,Male,Head of Household,Married/Living together,Primary education,Formally employed Private,3,69,0
uniqueid_294,Kenya,2018,Rural,No,Female,Head of Household,Widowed,No formal education,Farming and Fishing,2,80,0
uniqueid_295,Kenya,2018,Urban,Yes,Female,Spouse,Married/Living together,Primary education,Remittance Dependent,5,31,0
uniqueid_296,Kenya,2018,Rural,Yes,Female,Spouse,Married/Living together,No formal education,Farming and Fishing,7,35,0
uniqueid_297,Kenya,2018,Urban,Yes,Female,Spouse,Married/Living together,No formal education,Informally employed,5,52,0
uniqueid_298,Kenya,2018,Urban,Yes,Female,Spouse,Married/Living together,Vocational/Specialised training,Farming and Fishing,2,26,0
uniqueid_299,Kenya,2018,Urban,Yes,Male,Head of Household,Married/Living together,Secondary education,Farming and Fishing,3,35,0
uniqueid_300,Kenya,2018,Rural,Yes,Female,Spouse,Married/Living together,Secondary education,Formally employed Government,4,42,1
uniqueid_301,Kenya,2018,Rural,Yes,Male,Head of Household,Married/Living together,Primary education,Farming and Fishing,4,68,0
uniqueid_302,Kenya,2018,Rural,No,Female,Spouse,Married/Living together,Primary education,Farming and Fishing,6,55,0
uniqueid_303,Kenya,2018,Rural,Yes,Female,Spouse,Married/Living together,Primary education,Remittance Dependent,7,35,0
uniqueid_304,Kenya,2018,Urban,Yes,Female,Spouse,Married/Living together,Primary education,Self employed,6,27,0
uniqueid_305,Kenya,2018,Rural,Yes,Male,Head of Household,Married/Living together,Primary education,Farming and Fishing,1,25,1
uniqueid_306,Kenya,2018,Rural,Yes,Female,Spouse,Single/Never Married,Primary education,Farming and Fishing,6,56,0
uniqueid_307,Kenya,2018,Rural,No,Female,Spouse,Married/Living together,Primary education,Informally employed,7,30,0
uniqueid_308,Kenya,2018,Urban,Yes,Male,Other relative,Single/Never Married,Tertiary education,Informally employed,2,23,1
uniqueid_309,Kenya,2018,Urban,Yes,Male,Head of Household,Married/Living together,Tertiary education,Formally employed Private,4,40,1
uniqueid_310,Kenya,2018,Urban,Yes,Male,Head of Household,Married/Living together,Secondary education,Formally employed Private,5,32,1
uniqueid_311,Kenya,2018,Rural,Yes,Male,Head of Household,Married/Living together,Vocational/Specialised training,Formally employed Government,4,45,1
uniqueid_312,Kenya,2018,Rural,No,Female,Child,Single/Never Married,Primary education,Remittance Dependent,7,16,0
uniqueid_313,Kenya,2018,Rural,Yes,Male,Head of Household,Widowed,Primary education,Informally employed,6,47,0
uniqueid_314,Kenya,2018,Urban,Yes,Male,Head of Household,Married/Living together,Secondary education,Self employed,4,63,1
uniqueid_315,Kenya,2018,Urban,Yes,Male,Head of Household,Single/Never Married,Primary education,Self employed,6,47,0
uniqueid_316,Kenya,2018,Urban,Yes,Female,Head of Household,Married/Living together,Secondary education,Formally employed Government,1,24,1
uniqueid_317,Kenya,2018,Rural,Yes,Male,Head of Household,Divorced/Seperated,Secondary education,Farming and Fishing,1,45,1
uniqueid_318,Kenya,2018,Rural,Yes,Female,Spouse,Married/Living together,No formal education,Farming and Fishing,6,41,0
uniqueid_319,Kenya,2018,Urban,Yes,Female,Head of Household,Married/Living together,No formal education,Remittance Dependent,4,22,1
uniqueid_320,Kenya,2018,Rural,Yes,Male,Head of Household,Married/Living together,Primary education,Informally employed,6,49,0
uniqueid_321,Kenya,2018,Rural,No,Male,Head of Household,Married/Living together,No formal education,Farming and Fishing,9,42,1
uniqueid_322,Kenya,2018,Urban,Yes,Female,Head of Household,Single/Never Married,Primary education,Self employed,2,28,0
uniqueid_323,Kenya,2018,Rural,Yes,Female,Child,Single/Never Married,Primary education,Remittance Dependent,4,19,0
uniqueid_324,Kenya,2018,Rural,Yes,Male,Head of Household,Married/Living together,Secondary education,Farming and Fishing,2,57,0
uniqueid_325,Kenya,2018,Rural,Yes,Male,Head of Household,Married/Living together,Primary education,Informally employed,2,68,0
uniqueid_326,Kenya,2018,Urban,No,Female,Head of Household,Widowed,No formal education,Other Income,7,70,0
uniqueid_327,Kenya,2018,Rural,No,Female,Head of Household,Widowed,No formal education,Farming and Fishing,2,63,0
uniqueid_328,Kenya,2018,Rural,Yes,Male,Head of Household,Married/Living together,Primary education,Self employed,3,24,1
uniqueid_329,Kenya,2018,Urban,No,Female,Spouse,Married/Living together,Primary education,Farming and Fishing,5,48,0
uniqueid_330,Kenya,2018,Rural,Yes,Male,Head of Household,Married/Living together,No formal education,Farming and Fishing,9,43,0
uniqueid_331,Kenya,2018,Rural,No,Female,Head of Household,Married/Living together,No formal education,Farming and Fishing,6,31,0
uniqueid_332,Kenya,2018,Urban,Yes,Male,Head of Household,Married/Living together,Vocational/Specialised training,Formally employed Government,3,48,1
uniqueid_333,Kenya,2018,Urban,No,Male,Head of Household,Married/Living together,No formal education,Remittance Dependent,6,58,0
uniqueid_334,Kenya,2018,Urban,Yes,Female,Spouse,Married/Living together,Vocational/Specialised training,Remittance Dependent,5,44,0
uniqueid_335,Kenya,2018,Urban,Yes,Male,Head of Household,Married/Living together,Primary education,Formally employed Private,2,25,0
uniqueid_336,Kenya,2018,Rural,Yes,Male,Head of Household,Married/Living together,No formal education,Farming and Fishing,8,61,0
uniqueid_337,Kenya,2018,Rural,Yes,Female,Head of Household,Widowed,No formal education,Farming and Fishing,6,50,0
uniqueid_338,Kenya,2018,Rural,No,Female,Head of Household,Married/Living together,No formal education,Informally employed,4,52,0
uniqueid_339,Kenya,2018,Rural,No,Male,Head of Household,Widowed,Primary education,Farming and Fishing,1,72,0
uniqueid_340,Kenya,2018,Rural,Yes,Male,Head of Household,Married/Living together,No formal education,Farming and Fishing,4,31,1
uniqueid_341,Kenya,2018,Rural,No,Male,Head of Household,Married/Living together,Primary education,Farming and Fishing,2,95,0
uniqueid_342,Kenya,2018,Rural,No,Female,Head of Household,Widowed,No formal education,Remittance Dependent,2,75,0
uniqueid_343,Kenya,2018,Urban,Yes,Male,Head of Household,Married/Living together,Vocational/Specialised training,Formally employed Government,3,31,1
uniqueid_344,Kenya,2018,Urban,Yes,Male,Head of Household,Divorced/Seperated,Primary education,Informally employed,1,23,0
uniqueid_345,Kenya,2018,Rural,Yes,Male,Head of Household,Married/Living together,No formal education,Remittance Dependent,2,72,0
uniqueid_346,Kenya,2018,Urban,Yes,Male,Head of Household,Widowed,Tertiary education,Formally employed Government,3,46,1
uniqueid_347,Kenya,2018,Rural,Yes,Male,Head of Household,Married/Living together,Secondary education,Informally employed,6,34,0
uniqueid_348,Kenya,2018,Rural,Yes,Female,Spouse,Married/Living together,Secondary education,Farming and Fishing,6,27,0
uniqueid_349,Kenya,2018,Urban,Yes,Female,Child,Single/Never Married,Secondary education,Self employed,12,23,0
uniqueid_350,Kenya,2018,Rural,Yes,Female,Spouse,Married/Living together,Primary education,Farming and Fishing,2,31,0
uniqueid_351,Kenya,2018,Urban,Yes,Female,Head of Household,Single/Never Married,Secondary education,Self employed,1,27,1
uniqueid_352,Kenya,2018,Rural,Yes,Female,Head of Household,Married/Living together,Primary education,Farming and Fishing,4,24,0
uniqueid_353,Kenya,2018,Urban,Yes,Male,Head of Household,Married/Living together,Secondary education,Formally employed Government,7,45,1
uniqueid_354,Kenya,2018,Urban,Yes,Female,Head of Household,Single/Never Married,Tertiary education,Formally employed Private,1,29,1
uniqueid_355,Kenya,2018,Urban,Yes,Female,Child,Single/Never Married,Secondary education,Remittance Dependent,4,18,0
uniqueid_356,Kenya,2018,Rural,No,Female,Head of Household,Widowed,No formal education,Farming and Fishing,7,67,0
uniqueid_357,Kenya,2018,Rural,No,Male,Head of Household,Married/Living together,Secondary education,Informally employed,3,71,0
uniqueid_358,Kenya,2018,Urban,Yes,Male,Head of Household,Divorced/Seperated,Secondary education,Formally employed Government,1,44,1
uniqueid_359,Kenya,2018,Rural,Yes,Male,Child,Divorced/Seperated,Tertiary education,Farming and Fishing,3,23,1
uniqueid_360,Kenya,2018,Rural,Yes,Female,Head of Household,Married/Living together,Secondary education,Remittance Dependent,8,55,0
uniqueid_361,Kenya,2018,Rural,No,Female,Child,Single/Never Married,Vocational/Specialised training,Remittance Dependent,6,20,0
uniqueid_362,Kenya,2018,Urban,Yes,Female,Head of Household,Married/Living together,Secondary education,Informally employed,9,37,0
uniqueid_363,Kenya,2018,Urban,Yes,Female,Head of Household,Married/Living together,Primary education,Formally employed Private,3,26,0
uniqueid_364,Kenya,2018,Rural,Yes,Female,Child,Single/Never Married,Secondary education,Remittance Dependent,2,17,0
uniqueid_365,Kenya,2018,Rural,No,Female,Other relative,Single/Never Married,Secondary education,Remittance Dependent,7,18,0
